date,consumption,wind,solar,wind_solar
5/9/2006,1353.229,,,
5/10/2006,1351.4,,,
5/11/2006,1337.502,,,
5/12/2006,1320.006,,,
5/13/2006,1123.926,,,
5/14/2006,1010.284,,,
5/15/2006,1317.849,,,
5/16/2006,1360.65,,,
5/17/2006,1346.098,,,
5/18/2006,1365.406,,,
5/19/2006,1348.465,,,
5/20/2006,1175.273,,,
5/21/2006,1050.17,,,
5/22/2006,1358.082,,,
5/23/2006,1374.495,,,
5/24/2006,1339.565,,,
5/25/2006,1053.351,,,
5/26/2006,1213.465,,,
5/27/2006,1108.266,,,
5/28/2006,1065.343,,,
5/29/2006,1349.247,,,
5/30/2006,1376.794,,,
5/31/2006,1380.175,,,
6/1/2006,1367.751,,,
6/2/2006,1323.231,,,
6/3/2006,1100.889,,,
6/4/2006,955.373,,,
6/5/2006,975.632,,,
6/6/2006,1306.362,,,
6/7/2006,1325.818,,,
6/8/2006,1328.546,,,
6/9/2006,1311.784,,,
6/10/2006,1114.527,,,
6/11/2006,1004.853,,,
6/12/2006,1329.591,,,
6/13/2006,1356.201,,,
6/14/2006,1352.012,,,
6/15/2006,1140.329,,,
6/16/2006,1254.954,,,
6/17/2006,1103.62,,,
6/18/2006,1007.067,,,
6/19/2006,1351.989,,,
6/20/2006,1369.855,,,
6/21/2006,1372.489,,,
6/22/2006,1360.594,,,
6/23/2006,1316.964,,,
6/24/2006,1114.386,,,
6/25/2006,1028.869,,,
6/26/2006,1345.379,,,
6/27/2006,1352.603,,,
6/28/2006,1340.042,,,
6/29/2006,1343.637,,,
6/30/2006,1298.103,,,
7/1/2006,1106.618,,,
7/2/2006,997.896,,,
7/3/2006,1327.143,,,
7/4/2006,1356.526,,,
7/5/2006,1377.781,,,
7/6/2006,1377.99,,,
7/7/2006,1360.061,,,
7/8/2006,1138.65,,,
7/9/2006,1018.423,,,
7/10/2006,1335.241,,,
7/11/2006,1360.208,,,
7/12/2006,1358.226,,,
7/13/2006,1361.493,,,
7/14/2006,1324.459,,,
7/15/2006,1093.701,,,
7/16/2006,993.289,,,
7/17/2006,1305.246,,,
7/18/2006,1333.029,,,
7/19/2006,1342.708,,,
7/20/2006,1351.823,,,
7/21/2006,1333.344,,,
7/22/2006,1136.7,,,
7/23/2006,1025.408,,,
7/24/2006,1330.557,,,
7/25/2006,1349.825,,,
7/26/2006,1356.689,,,
7/27/2006,1348.649,,,
7/28/2006,1327.514,,,
7/29/2006,1122.14,,,
7/30/2006,1010.922,,,
7/31/2006,1289.926,,,
8/1/2006,1303.048,,,
8/2/2006,1291.219,,,
8/3/2006,1284.089,,,
8/4/2006,1262.645,,,
8/5/2006,1087.245,,,
8/6/2006,994.466,,,
8/7/2006,1268.803,,,
8/8/2006,1286.839,,,
8/9/2006,1285.66,,,
8/10/2006,1294.077,,,
8/11/2006,1274.989,,,
8/12/2006,1088.709,,,
8/13/2006,985.959,,,
8/14/2006,1266.844,,,
8/15/2006,1282.22,,,
8/16/2006,1292.058,,,
8/17/2006,1298.837,,,
8/18/2006,1290.869,,,
8/19/2006,1095.066,,,
8/20/2006,1023.166,,,
8/21/2006,1320.274,,,
8/22/2006,1341.316,,,
8/23/2006,1325.545,,,
8/24/2006,1330.924,,,
8/25/2006,1323.755,,,
8/26/2006,1126.495,,,
8/27/2006,1032.319,,,
8/28/2006,1344.455,,,
8/29/2006,1353.885,,,
8/30/2006,1373.313,,,
8/31/2006,1347.763,,,
9/1/2006,1339.468,,,
9/2/2006,1138.742,,,
9/3/2006,1093.767,,,
9/4/2006,1400.634,,,
9/5/2006,1398.368,,,
9/6/2006,1394.28,,,
9/7/2006,1403.4,,,
9/8/2006,1365.061,,,
9/9/2006,1135.574,,,
9/10/2006,1047.285,,,
9/11/2006,1379.243,,,
9/12/2006,1396.303,,,
9/13/2006,1398.321,,,
9/14/2006,1400.087,,,
9/15/2006,1397.504,,,
9/16/2006,1188.876,,,
9/17/2006,1064.353,,,
9/18/2006,1390.863,,,
9/19/2006,1404.479,,,
9/20/2006,1386.332,,,
9/21/2006,1385.803,,,
9/22/2006,1380.783,,,
9/23/2006,1175.308,,,
9/24/2006,1069.175,,,
9/25/2006,1401.1,,,
9/26/2006,1424.304,,,
9/27/2006,1417.328,,,
9/28/2006,1401.731,,,
9/29/2006,1383.458,,,
9/30/2006,1173.168,,,
10/1/2006,1058.268,,,
10/2/2006,1286.932,,,
10/3/2006,1116.572,,,
10/4/2006,1375.636,,,
10/5/2006,1397.459,,,
10/6/2006,1428.592,,,
10/7/2006,1227.91,,,
10/8/2006,1097.087,,,
10/9/2006,1406.128,,,
10/10/2006,1433.588,,,
10/11/2006,1429.996,,,
10/12/2006,1432.512,,,
10/13/2006,1426.507,,,
10/14/2006,1203.526,,,
10/15/2006,1089.685,,,
10/16/2006,1415.474,,,
10/17/2006,1445.882,,,
10/18/2006,1448.511,,,
10/19/2006,1451.647,,,
10/20/2006,1434.666,,,
10/21/2006,1232.339,,,
10/22/2006,1116.473,,,
10/23/2006,1461.803,,,
10/24/2006,1504.192,,,
10/25/2006,1468.365,,,
10/26/2006,1482.747,,,
10/27/2006,1476.272,,,
10/28/2006,1242.024,,,
10/29/2006,1173.761,,,
10/30/2006,1413.066,,,
10/31/2006,1460.399,,,
11/1/2006,1352.658,,,
11/2/2006,1479.071,,,
11/3/2006,1479.9,,,
11/4/2006,1297.959,,,
11/5/2006,1242.064,,,
11/6/2006,1521.545,,,
11/7/2006,1506.669,,,
11/8/2006,1518.364,,,
11/9/2006,1557.411,,,
11/10/2006,1484.26,,,
11/11/2006,1327.664,,,
11/12/2006,1226.642,,,
11/13/2006,1533.554,,,
11/14/2006,1523.361,,,
11/15/2006,1504.301,,,
11/16/2006,1490.779,,,
11/17/2006,1478.095,,,
11/18/2006,1270.72,,,
11/19/2006,1168.114,,,
11/20/2006,1509.712,,,
11/21/2006,1521.778,,,
11/22/2006,1512.51,,,
11/23/2006,1552.044,,,
11/24/2006,1494.088,,,
11/25/2006,1304.453,,,
11/26/2006,1155.541,,,
11/27/2006,1486.959,,,
11/28/2006,1520.421,,,
11/29/2006,1532.762,,,
11/30/2006,1531.525,,,
12/1/2006,1518.198,,,
12/2/2006,1332.812,,,
12/3/2006,1214.524,,,
12/4/2006,1548.124,,,
12/5/2006,1569.48,,,
12/6/2006,1545.3,,,
12/7/2006,1566.124,,,
12/8/2006,1549.681,,,
12/9/2006,1305.841,,,
12/10/2006,1194.85,,,
12/11/2006,1578.983,,,
12/12/2006,1561.264,,,
12/13/2006,1590.009,,,
12/14/2006,1593.613,,,
12/15/2006,1543.073,,,
12/16/2006,1349.181,,,
12/17/2006,1220.188,,,
12/18/2006,1514.852,,,
12/19/2006,1525.667,,,
12/20/2006,1527.593,,,
12/21/2006,1475.71,,,
12/22/2006,1391.579,,,
12/23/2006,1235.688,,,
12/24/2006,1099.201,,,
12/25/2006,1072.746,,,
12/26/2006,1075.922,,,
12/27/2006,1284.676,,,
12/28/2006,1314.603,,,
12/29/2006,1274.646,,,
12/30/2006,1237.751,,,
12/31/2006,1144.398,,,
1/1/2007,1128.843,,,
1/2/2007,1416.669,,,
1/3/2007,1471.586,,,
1/4/2007,1514.823,,,
1/5/2007,1484.168,,,
1/6/2007,1249.663,,,
1/7/2007,1173.687,,,
1/8/2007,1510.013,,,
1/9/2007,1554.889,,,
1/10/2007,1556.122,,,
1/11/2007,1596.639,,,
1/12/2007,1567.453,,,
1/13/2007,1350.886,,,
1/14/2007,1250.781,,,
1/15/2007,1518.88,,,
1/16/2007,1550.792,,,
1/17/2007,1564.22,,,
1/18/2007,1544.324,,,
1/19/2007,1533.347,,,
1/20/2007,1344.002,,,
1/21/2007,1257.521,,,
1/22/2007,1544.182,,,
1/23/2007,1550.71,,,
1/24/2007,1582.538,,,
1/25/2007,1580.233,,,
1/26/2007,1632.587,,,
1/27/2007,1392.674,,,
1/28/2007,1321.527,,,
1/29/2007,1564.383,,,
1/30/2007,1572.655,,,
1/31/2007,1598.002,,,
2/1/2007,1531.493,,,
2/2/2007,1523.781,,,
2/3/2007,1335.646,,,
2/4/2007,1204.853,,,
2/5/2007,1484.894,,,
2/6/2007,1545.558,,,
2/7/2007,1572.704,,,
2/8/2007,1571.158,,,
2/9/2007,1549.471,,,
2/10/2007,1361.316,,,
2/11/2007,1215.285,,,
2/12/2007,1464.08,,,
2/13/2007,1526.139,,,
2/14/2007,1529.17,,,
2/15/2007,1512,,,
2/16/2007,1485.307,,,
2/17/2007,1302.74,,,
2/18/2007,1180.318,,,
2/19/2007,1375.764,,,
2/20/2007,1451.475,,,
2/21/2007,1502.439,,,
2/22/2007,1484.769,,,
2/23/2007,1478.803,,,
2/24/2007,1320.029,,,
2/25/2007,1190.847,,,
2/26/2007,1449.965,,,
2/27/2007,1510.069,,,
2/28/2007,1505.489,,,
3/1/2007,1524.813,,,
3/2/2007,1508.97,,,
3/3/2007,1278.173,,,
3/4/2007,1138.079,,,
3/5/2007,1487.333,,,
3/6/2007,1500.467,,,
3/7/2007,1479.223,,,
3/8/2007,1468.357,,,
3/9/2007,1453.935,,,
3/10/2007,1256.174,,,
3/11/2007,1128.501,,,
3/12/2007,1413.07,,,
3/13/2007,1438.877,,,
3/14/2007,1439.504,,,
3/15/2007,1436.134,,,
3/16/2007,1443.656,,,
3/17/2007,1322.749,,,
3/18/2007,1245.265,,,
3/19/2007,1489.795,,,
3/20/2007,1486.952,,,
3/21/2007,1510.379,,,
3/22/2007,1542.109,,,
3/23/2007,1517.529,,,
3/24/2007,1335.889,,,
3/25/2007,1157.512,,,
3/26/2007,1439.055,,,
3/27/2007,1442.051,,,
3/28/2007,1442.523,,,
3/29/2007,1453.749,,,
3/30/2007,1414.988,,,
3/31/2007,1232.395,,,
4/1/2007,1116.685,,,
4/2/2007,1394.731,,,
4/3/2007,1447.29,,,
4/4/2007,1434.455,,,
4/5/2007,1438.047,,,
4/6/2007,1108.93,,,
4/7/2007,1119.298,,,
4/8/2007,1005.062,,,
4/9/2007,1051.409,,,
4/10/2007,1392.855,,,
4/11/2007,1406.476,,,
4/12/2007,1390.119,,,
4/13/2007,1374.983,,,
4/14/2007,1172.18,,,
4/15/2007,1046.702,,,
4/16/2007,1363.121,,,
4/17/2007,1385.315,,,
4/18/2007,1410.451,,,
4/19/2007,1428.751,,,
4/20/2007,1391.949,,,
4/21/2007,1164.153,,,
4/22/2007,1043.998,,,
4/23/2007,1367.167,,,
4/24/2007,1392.646,,,
4/25/2007,1389.022,,,
4/26/2007,1381.741,,,
4/27/2007,1362.963,,,
4/28/2007,1165.491,,,
4/29/2007,1036.271,,,
4/30/2007,1221.734,,,
5/1/2007,981.179,,,
5/2/2007,1323.94,,,
5/3/2007,1374.726,,,
5/4/2007,1363.181,,,
5/5/2007,1157.579,,,
5/6/2007,1033.405,,,
5/7/2007,1389.396,,,
5/8/2007,1422.031,,,
5/9/2007,1434.624,,,
5/10/2007,1413.384,,,
5/11/2007,1414.225,,,
5/12/2007,1183.749,,,
5/13/2007,1058.64,,,
5/14/2007,1393.619,,,
5/15/2007,1394.495,,,
5/16/2007,1380.842,,,
5/17/2007,1086.609,,,
5/18/2007,1210.026,,,
5/19/2007,1105.205,,,
5/20/2007,1020.532,,,
5/21/2007,1365.723,,,
5/22/2007,1387.172,,,
5/23/2007,1374.524,,,
5/24/2007,1381.45,,,
5/25/2007,1375.075,,,
5/26/2007,1143.336,,,
5/27/2007,972.974,,,
5/28/2007,1010.256,,,
5/29/2007,1368.066,,,
5/30/2007,1356.556,,,
5/31/2007,1351.997,,,
6/1/2007,1349.473,,,
6/2/2007,1149.59,,,
6/3/2007,1029.239,,,
6/4/2007,1352.52,,,
6/5/2007,1368.802,,,
6/6/2007,1364.531,,,
6/7/2007,1163.954,,,
6/8/2007,1291.584,,,
6/9/2007,1145.432,,,
6/10/2007,1043.243,,,
6/11/2007,1382.614,,,
6/12/2007,1402.822,,,
6/13/2007,1392.685,,,
6/14/2007,1394.073,,,
6/15/2007,1393.974,,,
6/16/2007,1166.588,,,
6/17/2007,1044.366,,,
6/18/2007,1380.744,,,
6/19/2007,1395.691,,,
6/20/2007,1416.318,,,
6/21/2007,1405.108,,,
6/22/2007,1367.783,,,
6/23/2007,1147.464,,,
6/24/2007,1038.627,,,
6/25/2007,1377.469,,,
6/26/2007,1416.017,,,
6/27/2007,1439.9,,,
6/28/2007,1380.981,,,
6/29/2007,1361.396,,,
6/30/2007,1161.874,,,
7/1/2007,1045.584,,,
7/2/2007,1369.471,,,
7/3/2007,1375.39,,,
7/4/2007,1366.085,,,
7/5/2007,1386.822,,,
7/6/2007,1387.832,,,
7/7/2007,1183.696,,,
7/8/2007,1037.251,,,
7/9/2007,1346.085,,,
7/10/2007,1347.019,,,
7/11/2007,1365.205,,,
7/12/2007,1366.847,,,
7/13/2007,1346.501,,,
7/14/2007,1143.953,,,
7/15/2007,1037.757,,,
7/16/2007,1360.83,,,
7/17/2007,1374.629,,,
7/18/2007,1372.019,,,
7/19/2007,1370.079,,,
7/20/2007,1356.929,,,
7/21/2007,1146.038,,,
7/22/2007,1033.964,,,
7/23/2007,1335.654,,,
7/24/2007,1383.808,,,
7/25/2007,1358.899,,,
7/26/2007,1343.761,,,
7/27/2007,1341.888,,,
7/28/2007,1134.28,,,
7/29/2007,1035.021,,,
7/30/2007,1338.61,,,
7/31/2007,1323.255,,,
8/1/2007,1313.296,,,
8/2/2007,1355.736,,,
8/3/2007,1277.31,,,
8/4/2007,1101.342,,,
8/5/2007,1039.507,,,
8/6/2007,1341.397,,,
8/7/2007,1395.238,,,
8/8/2007,1371.998,,,
8/9/2007,1344.038,,,
8/10/2007,1328.248,,,
8/11/2007,1104.216,,,
8/12/2007,997.376,,,
8/13/2007,1300.651,,,
8/14/2007,1346.987,,,
8/15/2007,1348.552,,,
8/16/2007,1308.936,,,
8/17/2007,1281.584,,,
8/18/2007,1127.393,,,
8/19/2007,1025.3,,,
8/20/2007,1373.403,,,
8/21/2007,1393.059,,,
8/22/2007,1411.963,,,
8/23/2007,1406.478,,,
8/24/2007,1360.429,,,
8/25/2007,1138.67,,,
8/26/2007,1025.367,,,
8/27/2007,1364.066,,,
8/28/2007,1390.286,,,
8/29/2007,1422.812,,,
8/30/2007,1421.014,,,
8/31/2007,1404.533,,,
9/1/2007,1193.544,,,
9/2/2007,1099.489,,,
9/3/2007,1424.461,,,
9/4/2007,1411.292,,,
9/5/2007,1407.592,,,
9/6/2007,1430.784,,,
9/7/2007,1429.646,,,
9/8/2007,1246.981,,,
9/9/2007,1130.733,,,
9/10/2007,1443.708,,,
9/11/2007,1439.069,,,
9/12/2007,1431.079,,,
9/13/2007,1411.745,,,
9/14/2007,1411.93,,,
9/15/2007,1235.884,,,
9/16/2007,1092.305,,,
9/17/2007,1425.488,,,
9/18/2007,1461.307,,,
9/19/2007,1443.422,,,
9/20/2007,1438.282,,,
9/21/2007,1417.439,,,
9/22/2007,1209.763,,,
9/23/2007,1103.904,,,
9/24/2007,1430.922,,,
9/25/2007,1455.46,,,
9/26/2007,1452.04,,,
9/27/2007,1501.586,,,
9/28/2007,1465.401,,,
9/29/2007,1260.661,,,
9/30/2007,1129.808,,,
10/1/2007,1418.342,,,
10/2/2007,1445.997,,,
10/3/2007,1158.327,,,
10/4/2007,1428.652,,,
10/5/2007,1414.107,,,
10/6/2007,1214.732,,,
10/7/2007,1106.199,,,
10/8/2007,1439.71,,,
10/9/2007,1470.859,,,
10/10/2007,1466.585,,,
10/11/2007,1470.398,,,
10/12/2007,1499.287,,,
10/13/2007,1228.714,,,
10/14/2007,1117.732,,,
10/15/2007,1449.268,,,
10/16/2007,1472.721,,,
10/17/2007,1497.805,,,
10/18/2007,1507.164,,,
10/19/2007,1501.243,,,
10/20/2007,1279.587,,,
10/21/2007,1190.55,,,
10/22/2007,1506.371,,,
10/23/2007,1538.694,,,
10/24/2007,1540.721,,,
10/25/2007,1522.027,,,
10/26/2007,1506.312,,,
10/27/2007,1296.302,,,
10/28/2007,1185.017,,,
10/29/2007,1506.281,,,
10/30/2007,1514.627,,,
10/31/2007,1472.331,,,
11/1/2007,1300.805,,,
11/2/2007,1408.209,,,
11/3/2007,1287.15,,,
11/4/2007,1186.636,,,
11/5/2007,1494.452,,,
11/6/2007,1591.535,,,
11/7/2007,1644.873,,,
11/8/2007,1580.649,,,
11/9/2007,1610.09,,,
11/10/2007,1373.29,,,
11/11/2007,1238.464,,,
11/12/2007,1553.367,,,
11/13/2007,1561.059,,,
11/14/2007,1556.708,,,
11/15/2007,1539.716,,,
11/16/2007,1544.613,,,
11/17/2007,1349.997,,,
11/18/2007,1224.475,,,
11/19/2007,1558.245,,,
11/20/2007,1573.769,,,
11/21/2007,1552.344,,,
11/22/2007,1548.079,,,
11/23/2007,1532.874,,,
11/24/2007,1351.308,,,
11/25/2007,1294.132,,,
11/26/2007,1599.772,,,
11/27/2007,1595.457,,,
11/28/2007,1587.481,,,
11/29/2007,1610.842,,,
11/30/2007,1586.737,,,
12/1/2007,1385.024,,,
12/2/2007,1299.624,,,
12/3/2007,1617.784,,,
12/4/2007,1593.123,,,
12/5/2007,1591.552,,,
12/6/2007,1587.45,,,
12/7/2007,1615,,,
12/8/2007,1380.693,,,
12/9/2007,1246.85,,,
12/10/2007,1545.319,,,
12/11/2007,1571.093,,,
12/12/2007,1574.249,,,
12/13/2007,1556.444,,,
12/14/2007,1546.376,,,
12/15/2007,1340.326,,,
12/16/2007,1247.58,,,
12/17/2007,1543.455,,,
12/18/2007,1564.052,,,
12/19/2007,1557.209,,,
12/20/2007,1531.29,,,
12/21/2007,1457.683,,,
12/22/2007,1305.698,,,
12/23/2007,1226.681,,,
12/24/2007,1168.744,,,
12/25/2007,1112.363,,,
12/26/2007,1120.251,,,
12/27/2007,1287.245,,,
12/28/2007,1308.594,,,
12/29/2007,1256.51,,,
12/30/2007,1142.201,,,
12/31/2007,1145.582,,,
1/1/2008,1083.424,,,
1/2/2008,1396.483,,,
1/3/2008,1523.427,,,
1/4/2008,1512.429,,,
1/5/2008,1355.843,,,
1/6/2008,1209.011,,,
1/7/2008,1542.984,,,
1/8/2008,1565.447,,,
1/9/2008,1561.768,,,
1/10/2008,1571.959,,,
1/11/2008,1551.756,,,
1/12/2008,1355.192,,,
1/13/2008,1225.854,,,
1/14/2008,1556.149,,,
1/15/2008,1596.221,,,
1/16/2008,1575.663,,,
1/17/2008,1548.472,,,
1/18/2008,1549.215,,,
1/19/2008,1352.255,,,
1/20/2008,1224.458,,,
1/21/2008,1552.516,,,
1/22/2008,1565.022,,,
1/23/2008,1557.643,,,
1/24/2008,1568.373,,,
1/25/2008,1599.434,,,
1/26/2008,1409.606,,,
1/27/2008,1272.86,,,
1/28/2008,1516.204,,,
1/29/2008,1531.764,,,
1/30/2008,1556.646,,,
1/31/2008,1593.5,,,
2/1/2008,1604.691,,,
2/2/2008,1355.376,,,
2/3/2008,1223.609,,,
2/4/2008,1481.154,,,
2/5/2008,1536.143,,,
2/6/2008,1572.79,,,
2/7/2008,1566.609,,,
2/8/2008,1503.415,,,
2/9/2008,1293.027,,,
2/10/2008,1179.2,,,
2/11/2008,1492.048,,,
2/12/2008,1523.91,,,
2/13/2008,1542.293,,,
2/14/2008,1556.974,,,
2/15/2008,1538.604,,,
2/16/2008,1326.761,,,
2/17/2008,1229.443,,,
2/18/2008,1560.866,,,
2/19/2008,1554.795,,,
2/20/2008,1551.603,,,
2/21/2008,1571.934,,,
2/22/2008,1606.299,,,
2/23/2008,1361.091,,,
2/24/2008,1191.572,,,
2/25/2008,1507.333,,,
2/26/2008,1557.302,,,
2/27/2008,1582.078,,,
2/28/2008,1513.179,,,
2/29/2008,1502.001,,,
3/1/2008,1375.903,,,
3/2/2008,1265.889,,,
3/3/2008,1519.856,,,
3/4/2008,1545.508,,,
3/5/2008,1529.23,,,
3/6/2008,1570.612,,,
3/7/2008,1488.568,,,
3/8/2008,1283.302,,,
3/9/2008,1182.81,,,
3/10/2008,1484.846,,,
3/11/2008,1531.191,,,
3/12/2008,1571.014,,,
3/13/2008,1573.429,,,
3/14/2008,1510.365,,,
3/15/2008,1267.466,,,
3/16/2008,1165.851,,,
3/17/2008,1508.6,,,
3/18/2008,1512.219,,,
3/19/2008,1502.994,,,
3/20/2008,1492.826,,,
3/21/2008,1228.325,,,
3/22/2008,1208.581,,,
3/23/2008,1088.27,,,
3/24/2008,1115.513,,,
3/25/2008,1464.363,,,
3/26/2008,1529.734,,,
3/27/2008,1495.959,,,
3/28/2008,1460.372,,,
3/29/2008,1281.289,,,
3/30/2008,1167.593,,,
3/31/2008,1435.773,,,
4/1/2008,1468.038,,,
4/2/2008,1488.001,,,
4/3/2008,1491.993,,,
4/4/2008,1465.897,,,
4/5/2008,1271.197,,,
4/6/2008,1156.181,,,
4/7/2008,1471.491,,,
4/8/2008,1472.065,,,
4/9/2008,1476.398,,,
4/10/2008,1478.682,,,
4/11/2008,1454.682,,,
4/12/2008,1229.588,,,
4/13/2008,1119.972,,,
4/14/2008,1456.913,,,
4/15/2008,1482.648,,,
4/16/2008,1467.958,,,
4/17/2008,1458.33,,,
4/18/2008,1435.367,,,
4/19/2008,1259.607,,,
4/20/2008,1110.038,,,
4/21/2008,1457.043,,,
4/22/2008,1484.834,,,
4/23/2008,1420.243,,,
4/24/2008,1416.933,,,
4/25/2008,1401.472,,,
4/26/2008,1183.262,,,
4/27/2008,1065.066,,,
4/28/2008,1409.408,,,
4/29/2008,1419.492,,,
4/30/2008,1374.498,,,
5/1/2008,1026.167,,,
5/2/2008,1201.579,,,
5/3/2008,1109.653,,,
5/4/2008,1031.472,,,
5/5/2008,1357.382,,,
5/6/2008,1382.96,,,
5/7/2008,1379.221,,,
5/8/2008,1370.643,,,
5/9/2008,1344,,,
5/10/2008,1120.047,,,
5/11/2008,957.026,,,
5/12/2008,989.434,,,
5/13/2008,1332.15,,,
5/14/2008,1368.785,,,
5/15/2008,1380.475,,,
5/16/2008,1367.001,,,
5/17/2008,1184.424,,,
5/18/2008,1062.978,,,
5/19/2008,1363.607,,,
5/20/2008,1370.487,,,
5/21/2008,1370.915,,,
5/22/2008,1163.613,,,
5/23/2008,1258.231,,,
5/24/2008,1128.052,,,
5/25/2008,1050.947,,,
5/26/2008,1381.911,,,
5/27/2008,1398.667,,,
5/28/2008,1429.284,,,
5/29/2008,1409.855,,,
5/30/2008,1399.015,,,
5/31/2008,1190.04,,,
6/1/2008,1060.393,,,
6/2/2008,1379.592,,,
6/3/2008,1389.905,,,
6/4/2008,1397.524,,,
6/5/2008,1393.859,,,
6/6/2008,1357.035,,,
6/7/2008,1165.5,,,
6/8/2008,1045.6,,,
6/9/2008,1355.783,,,
6/10/2008,1380.759,,,
6/11/2008,1371.815,,,
6/12/2008,1368.108,,,
6/13/2008,1346.021,,,
6/14/2008,1133.244,,,
6/15/2008,1035.383,,,
6/16/2008,1343.318,,,
6/17/2008,1368.623,,,
6/18/2008,1373.078,,,
6/19/2008,1371.182,,,
6/20/2008,1340.465,,,
6/21/2008,1139.909,,,
6/22/2008,1060.216,,,
6/23/2008,1380.828,,,
6/24/2008,1368.77,,,
6/25/2008,1383.384,,,
6/26/2008,1373.551,,,
6/27/2008,1372.462,,,
6/28/2008,1163.012,,,
6/29/2008,1038.172,,,
6/30/2008,1346.422,,,
7/1/2008,1380.288,,,
7/2/2008,1397.098,,,
7/3/2008,1404.763,,,
7/4/2008,1355.638,,,
7/5/2008,1129.876,,,
7/6/2008,1041.709,,,
7/7/2008,1338.199,,,
7/8/2008,1370.67,,,
7/9/2008,1369.517,,,
7/10/2008,1369.54,,,
7/11/2008,1352.139,,,
7/12/2008,1146.634,,,
7/13/2008,1029.243,,,
7/14/2008,1324.471,,,
7/15/2008,1345.819,,,
7/16/2008,1359.372,,,
7/17/2008,1362.253,,,
7/18/2008,1333.615,,,
7/19/2008,1119.765,,,
7/20/2008,1031.074,,,
